"Time [min]","Event Name","Chamber","Event Text","1A: O2 concentration [µM]","1B: O2 concentration [µM]","1A: O2 slope neg. [pmol·s-1·mL-1]","1B: O2 slope neg. [pmol·s-1·mL-1]","1: Temperature [°C]","1: Peltier power [%]"
103.2000,"","","",436.514,409.146,185.194,229.971,37.002,9.725
103.2333,"","","",436.121,408.556,185.294,229.79,37.001,9.721
103.2667,"","","",435.733,408.065,185.505,229.776,37.001,9.722
103.3000,"","","",435.246,407.622,186.026,229.77,37,9.72
103.3333,"","","",434.844,407.136,186.642,229.858,37,9.714
103.3667,"","","",434.498,406.709,187.16,230.057,37,9.729
103.4000,"","","",434.12,406.35,187.575,230.26,37.001,9.693
103.4333,"","","",433.721,405.891,187.929,230.429,37,9.701
103.4667,"","","",433.357,405.368,187.956,230.67,36.999,9.738
103.5000,"","","",432.968,404.969,188.079,230.589,36.999,9.749
103.5333,"","","",432.615,404.51,188.378,230.247,36.999,9.757
103.5667,"","","",432.252,404.008,188.712,230.254,36.999,9.788
103.6000,"","","",431.999,403.566,188.858,230.274,37.001,9.757
103.6333,"","","",431.647,403.133,188.911,230.328,37,9.746
103.6667,"","","",431.241,402.7,188.979,230.178,37,9.758
103.7000,"","","",430.864,402.187,189.031,229.921,37,9.759
103.7333,"","","",430.444,401.79,189.181,229.675,36.998,9.803
103.7667,"","","",430.077,401.364,189.318,229.261,37,9.778
103.8000,"","","",429.656,400.908,189.431,228.676,37,9.776
103.8333,"","","",429.275,400.528,189.472,228.094,37.002,9.726
103.8667,"","","",428.928,400.059,189.364,227.667,37.002,9.711
103.9000,"","","",428.619,399.52,188.997,227.553,37.001,9.687
103.9333,"","","",428.245,399.04,188.514,227.548,37,9.691
103.9667,"","","",427.954,398.668,188.024,227.383,37,9.685
104.0000,"","","",427.523,398.271,187.73,227.184,37,9.703
104.0333,"","","",427.089,397.812,187.49,227.062,36.999,9.727
104.0667,"","","",426.681,397.438,187.23,226.879,36.998,9.769
104.1000,"","","",426.375,396.929,186.83,226.677,36.998,9.775
104.1333,"","","",426.063,396.427,186.579,226.212,36.999,9.795
104.1667,"","","",425.756,395.971,186.164,225.729,36.999,9.79
104.2000,"","","",425.322,395.642,185.89,225.148,37,9.802
104.2333,"","","",424.851,395.242,185.761,224.687,37.002,9.746
104.2667,"","","",424.471,394.701,185.649,224.486,37.003,9.733
104.3000,"","","",424.105,394.22,185.688,224.349,37.002,9.724
104.3333,"","","",423.777,393.903,185.646,223.931,37.001,9.699
104.3667,"","","",423.419,393.43,185.651,223.583,37.001,9.686
104.4000,"","","",423.021,392.962,185.733,223.277,37.001,9.674
104.4333,"","","",422.662,392.601,185.752,223.012,37.001,9.683
104.4667,"","","",422.326,392.042,185.598,222.838,36.999,9.697
104.5000,"","","",421.917,391.617,185.449,222.504,36.998,9.755
104.5333,"","","",421.557,391.164,185.206,222.111,36.998,9.769
104.5667,"","","",421.243,390.644,184.889,222.116,37,9.754
104.6000,"","","",420.834,390.19,184.671,222.217,37.001,9.712
104.6333,"","","",420.44,389.658,184.713,222.464,37.002,9.702
104.6667,"","","",420.014,389.124,184.918,222.939,37.002,9.684
104.7000,"","","",419.643,388.672,185.076,223.372,37.001,9.676
104.7333,"","","",419.27,388.16,185.25,223.741,36.999,9.714
104.7667,"","","",418.907,387.627,185.462,224.259,36.999,9.716
104.8000,"","","",418.531,387.232,185.671,224.793,37,9.701
104.8333,"","","",418.122,386.945,185.986,224.918,37,9.7
104.8667,"","","",417.7,386.586,186.358,224.891,36.999,9.723
104.9000,"","","",417.401,386.15,186.578,224.946,36.999,9.75
104.9333,"","","",417.141,385.612,186.366,225.16,36.998,9.785
104.9667,"","","",416.654,385.093,186.327,225.472,36.998,9.787
105.0000,"PCR1","Both","",416.281,384.88,186.346,225.317,36.998,9.816
105.0333,"","","",415.891,384.175,186.399,225.763,36.998,9.828
105.0667,"","","",415.503,383.765,186.565,226.035,36.999,9.853
105.1000,"","","",415.151,383.313,186.68,226.259,36.999,9.855
105.1333,"","","",414.815,382.786,186.819,226.633,37.001,9.837
105.1667,"","","",414.428,382.292,187.006,226.942,37.001,9.8
105.2000,"","","",414.011,381.842,187.23,227.265,37.002,9.784
105.2333,"","","",413.615,381.447,187.373,227.639,37.003,9.762
105.2667,"","","",413.179,380.953,187.625,228.143,37,9.76
105.3000,"","","",412.808,380.472,187.703,228.544,36.999,9.799
105.3333,"","","",412.528,380.165,187.7,228.563,37.001,9.748
105.3667,"","","",412.178,379.687,187.767,228.643,37.003,9.7
105.4000,"","","",411.736,379.206,188.028,228.621,37.003,9.693
105.4333,"","","",411.308,378.741,188.257,228.719,37.003,9.679
105.4667,"","","",410.876,378.182,188.463,229.098,37.002,9.667
105.5000,"","","",410.517,377.725,188.492,229.478,37.001,9.679
105.5333,"","","",410.208,377.308,188.492,229.541,36.998,9.74
105.5667,"","","",409.949,376.926,188.454,229.354,36.996,9.776
105.6000,"","","",409.632,376.435,188.328,229.387,36.997,9.788
105.6333,"","","",409.279,375.948,188.16,229.522,36.997,9.788
105.6667,"","","",408.828,375.472,188.058,229.422,37.001,9.738
105.7000,"","","",408.406,375.012,188.012,229.346,37.002,9.731
105.7333,"","","",407.98,374.637,188.102,229.128,37.001,9.727
105.7667,"","","",407.603,374.298,188.163,228.504,37.001,9.704
105.8000,"","","",407.255,373.964,188.092,227.85,37.001,9.692
105.8333,"","","",406.931,373.417,187.987,227.317,37,9.686
105.8667,"","","",406.571,372.88,187.828,226.931,37,9.691
105.9000,"","","",406.241,372.456,187.47,226.606,36.999,9.723
105.9333,"","","",405.866,372.03,187.178,226.227,36.999,9.752
105.9667,"","","",405.446,371.486,187.007,226.162,36.998,9.771
106.0000,"","","",404.994,370.965,187.076,226.374,36.999,9.778
106.0333,"","","",404.544,370.541,187.273,226.525,37,9.762
106.0667,"","","",404.169,370.165,187.456,226.648,37.001,9.737
106.1000,"","","",403.878,369.625,187.452,227.095,37.001,9.725
106.1333,"","","",403.531,369.08,187.396,227.61,37,9.742
106.1667,"","","",403.206,368.546,187.315,227.951,36.999,9.749
106.2000,"","","",402.796,368.153,187.397,227.975,37,9.752
106.2333,"","","",402.456,367.771,187.276,227.807,36.999,9.79
106.2667,"","","",402.068,367.262,186.964,227.882,36.999,9.802
106.3000,"","","",401.646,366.782,186.947,228.111,36.999,9.821
106.3333,"","","",401.322,366.36,186.832,227.806,36.998,9.871
106.3667,"","","",400.989,365.95,186.671,227.867,36.999,9.858
106.4000,"","","",400.513,365.575,186.731,227.694,36.999,9.884
106.4333,"","","",400.128,365.07,186.766,227.607,37.002,9.822
106.4667,"","","",399.781,364.549,186.672,227.775,37.001,9.82
106.5000,"","","",399.473,364.143,186.475,227.925,37,9.823
106.5333,"","","",399.168,363.795,186.235,227.876,37.002,9.778
106.5667,"","","",398.758,363.481,186.115,227.466,37,9.793
106.6000,"","","",398.367,363.094,186.153,227.029,37.001,9.754
106.6333,"","","",398.074,362.577,186.053,226.787,37,9.753
106.6667,"","","",397.661,362.174,185.864,226.194,37.002,9.717
106.7000,"","","",397.28,361.705,185.648,225.692,37.001,9.709
106.7333,"","","",396.978,361.142,185.44,225.456,37.002,9.684
106.7667,"","","",396.545,360.512,185.461,225.572,37.001,9.688
106.8000,"","","",396.213,360.025,185.537,225.945,36.999,9.731
106.8333,"","","",395.815,359.697,185.657,226.094,36.999,9.734
106.8667,"","","",395.443,359.319,185.67,226.043,36.998,9.762
106.9000,"","","",395.018,358.851,185.575,225.897,37,9.748
106.9333,"","","",394.663,358.422,185.336,225.784,37,9.769
106.9667,"","","",394.395,358.009,184.864,225.674,36.999,9.795
107.0000,"","","",393.973,357.6,184.635,225.543,37,9.793
107.0333,"","","",393.61,357.087,184.487,225.56,36.998,9.842
107.0667,"","","",393.241,356.49,184.445,225.709,36.998,9.871
107.1000,"","","",392.904,355.964,184.364,225.769,36.999,9.874
107.1333,"","","",392.487,355.586,184.334,225.441,36.999,9.878
107.1667,"","","",392.075,355.281,184.298,225,37.001,9.824
107.2000,"","","",391.746,354.872,184.159,224.64,37.001,9.811
107.2333,"","","",391.354,354.397,183.983,224.275,37.002,9.797
107.2667,"","","",390.936,353.96,183.896,223.834,37.001,9.798
107.3000,"","","",390.507,353.442,184.001,223.692,37,9.784
107.3333,"","","",390.209,352.917,184.119,223.82,36.999,9.819
107.3667,"","","",389.898,352.497,184.283,223.838,36.998,9.85
107.4000,"","","",389.482,352.109,184.557,223.596,36.998,9.86
107.4333,"","","",389.093,351.784,184.723,223.293,36.998,9.901
107.4667,"","","",388.715,351.403,184.861,223.062,36.998,9.897
107.5000,"","","",388.391,350.977,184.827,222.978,36.998,9.936
107.5333,"","","",388.066,350.519,184.787,222.841,37.001,9.9
107.5667,"","","",387.704,350.052,184.679,222.638,37,9.886
107.6000,"","","",387.361,349.538,184.562,222.692,37.001,9.852
107.6333,"","","",387.014,349.061,184.514,222.877,37.003,9.829
107.6667,"","","",386.67,348.634,184.345,222.995,37.002,9.834
107.7000,"","","",386.311,348.295,184.095,222.858,37.001,9.823
107.7333,"","","",385.946,347.837,184.054,222.623,37.002,9.78
107.7667,"","","",385.552,347.334,184.108,222.615,37,9.815
107.8000,"","","",385.238,346.86,184.035,222.812,37,9.808
107.8333,"","","",385.004,346.446,183.617,222.888,37.001,9.776
107.8667,"","","",384.681,346.08,183.02,222.644,37.001,9.768
107.9000,"","","",384.288,345.709,182.572,222.019,36.999,9.79
107.9333,"","","",383.915,345.287,182.2,221.244,36.999,9.824
107.9667,"","","",383.494,344.791,181.805,220.7,36.999,9.843
108.0000,"","","",383.027,344.345,181.694,220.078,37.001,9.818
108.0333,"","","",382.729,343.954,181.486,219.401,36.999,9.844
108.0667,"","","",382.345,343.501,181.195,218.968,37.001,9.811
108.1000,"","","",381.951,343.024,181.086,218.967,37.001,9.787
108.1333,"","","",381.59,342.567,180.907,219.096,37.001,9.783
108.1667,"","","",381.187,342.166,180.86,218.952,37.001,9.778
108.2000,"","","",380.844,341.777,180.783,218.602,37,9.784
108.2333,"","","",380.557,341.288,180.678,218.402,36.997,9.824
108.2667,"","","",380.243,340.781,180.473,218.306,36.997,9.853
108.3000,"","","",379.891,340.29,180.076,218.249,36.998,9.845
108.3333,"","","",379.495,339.814,179.855,218.185,37,9.849
108.3667,"","","",379.065,339.404,179.759,218.19,37.001,9.812
108.4000,"","","",378.705,338.896,179.666,218.614,36.999,9.861
108.4333,"","","",378.408,338.371,179.401,219.358,36.998,9.878
108.4667,"","","",378.119,337.877,179.107,220.082,36.998,9.894
108.5000,"","","",377.79,337.468,178.86,220.481,36.999,9.894
108.5333,"","","",377.532,337.122,178.376,220.628,37.001,9.86
108.5667,"","","",377.125,336.886,178.059,220.454,37,9.855
108.6000,"","","",376.816,336.394,177.775,220.379,37.002,9.804
108.6333,"","","",376.454,335.826,177.655,220.691,37.001,9.816
108.6667,"","","",375.99,335.392,177.638,221.154,37,9.825
108.7000,"","","",375.473,335.035,177.829,221.434,37.001,9.781
108.7333,"PCR2","Both","",374.875,334.535,178.562,221.738,37.001,9.776
108.7667,"","","",374.553,334.17,179.263,221.684,37,9.796
108.8000,"","","",374.176,333.512,180.016,221.917,36.998,9.847
108.8333,"","","",373.775,333.052,180.761,222.13,36.997,9.854
108.8667,"","","",373.383,332.629,181.479,222.318,37,9.845
108.9000,"","","",372.984,332.122,182.244,222.652,37,9.826
108.9333,"","","",372.642,331.684,182.913,223.093,37,9.849
108.9667,"","","",372.187,331.281,183.703,223.514,37.001,9.823
109.0000,"","","",371.606,330.879,184.825,223.824,37.001,9.814
109.0333,"","","",371.091,330.451,186.166,223.903,37.001,9.796
109.0667,"","","",370.616,329.92,187.651,224.159,37.001,9.771
109.1000,"","","",370.17,329.376,189.272,224.698,37.001,9.764
109.1333,"","","",369.783,329.027,190.759,225.101,37.001,9.75
109.1667,"","","",369.403,328.732,191.943,225.169,37.002,9.719
109.2000,"","","",369.049,328.303,192.933,225.063,37.001,9.717
109.2333,"","","",368.636,327.708,193.966,225.092,37,9.729
109.2667,"","","",368.285,327.161,194.89,225.243,37,9.729
109.3000,"","","",367.88,326.791,195.899,225.326,36.998,9.775
109.3333,"","","",367.501,326.354,197.036,225.377,36.999,9.77
109.3667,"","","",367.082,325.717,198.056,225.655,36.999,9.799
109.4000,"","","",366.705,325.109,199.035,226.207,36.999,9.795
109.4333,"","","",366.333,324.659,199.985,226.774,36.998,9.835
109.4667,"","","",365.898,324.263,200.959,227.221,37,9.822
109.5000,"","","",365.439,323.962,202.078,227.275,37.002,9.769
109.5333,"","","",365.069,323.618,203.054,226.996,37.003,9.749
109.5667,"","","",364.712,323.307,203.755,226.524,37.002,9.763
109.6000,"","","",364.288,322.959,204.351,225.977,37.001,9.736
109.6333,"","","",363.889,322.556,204.857,225.44,36.999,9.781
109.6667,"","","",363.526,322.11,205.286,224.971,36.998,9.823
109.7000,"","","",363.145,321.659,205.742,224.452,36.999,9.818
109.7333,"","","",362.774,321.175,206.075,224.133,36.998,9.852
109.7667,"","","",362.396,320.614,206.175,224.187,36.999,9.863
109.8000,"","","",361.985,320.128,206.082,224.413,36.998,9.895
109.8333,"","","",361.595,319.688,205.82,224.567,36.999,9.899
109.8667,"","","",361.205,319.243,205.249,224.531,37.001,9.865
109.9000,"","","",360.843,318.742,204.591,224.188,37.001,9.844
109.9333,"","","",360.499,318.367,203.63,223.776,37,9.855
109.9667,"","","",360.111,317.998,202.544,223.44,37,9.856
110.0000,"","","",359.677,317.598,201.611,222.999,37.001,9.818
110.0333,"","","",359.312,317.153,200.808,222.388,36.999,9.858
110.0667,"","","",358.886,316.664,200.419,221.958,37.001,9.827
110.1000,"","","",358.575,316.169,199.719,221.456,37,9.844
110.1333,"","","",358.299,315.716,198.748,221.362,36.999,9.864
110.1667,"","","",357.978,315.339,197.646,221.171,36.999,9.878
110.2000,"","","",357.594,314.942,196.521,220.859,36.999,9.903
110.2333,"","","",357.217,314.501,195.372,220.668,36.999,9.922
110.2667,"","","",356.772,314.075,194.214,220.447,37.001,9.869
110.3000,"","","",356.286,313.683,193.334,220.067,37.001,9.873
110.3333,"","","",355.925,313.225,192.737,219.644,37.001,9.853
110.3667,"","","",355.553,312.732,192.341,219.291,37.001,9.829
110.4000,"","","",355.198,312.298,192.051,219.092,37.002,9.799
110.4333,"","","",354.926,311.948,191.67,218.926,37.002,9.797
110.4667,"","","",354.705,311.583,191.006,218.463,37,9.784
110.5000,"","","",354.407,311.146,190.204,217.732,37.001,9.766
110.5333,"","","",353.974,310.687,189.469,217.014,37,9.786
110.5667,"","","",353.591,310.225,188.812,216.635,37,9.784
110.6000,"","","",353.248,309.772,188.049,216.494,37,9.788
110.6333,"","","",352.942,309.263,187.212,216.366,36.999,9.821
110.6667,"","","",352.541,308.917,186.438,216.068,37,9.79
110.7000,"","","",352.174,308.634,185.738,215.875,37,9.793
110.7333,"","","",351.853,308.22,184.951,216.006,36.999,9.817
110.7667,"","","",351.546,307.708,184.048,216.355,36.999,9.844
110.8000,"","","",351.228,307.205,183.175,216.796,37,9.853
110.8333,"","","",350.987,306.699,182.25,217.141,36.998,9.886
110.8667,"","","",350.733,306.286,181.146,217.282,36.999,9.893
110.9000,"","","",350.404,305.861,179.986,217.174,37.001,9.842
110.9333,"","","",350.105,305.395,178.846,216.952,37,9.883
110.9667,"","","",349.759,304.934,177.776,216.699,37,9.859
111.0000,"","","",349.407,304.482,176.722,216.479,37.001,9.84
111.0333,"","","",349.149,304.089,175.547,216.19,37.001,9.829
111.0667,"","","",348.886,303.666,174.254,215.959,36.999,9.848
111.1000,"","","",348.557,303.132,172.987,216.14,37.002,9.803
111.1333,"","","",348.151,302.705,171.953,216.396,37,9.841
111.1667,"","","",347.845,302.227,170.934,216.74,37.001,9.806
111.2000,"","","",347.503,301.817,169.999,217.051,37.001,9.794
111.2333,"","","",347.258,301.415,168.922,217.427,37,9.796
111.2667,"","","",346.952,300.972,167.794,217.707,36.999,9.819
111.3000,"","","",346.531,300.508,166.91,217.915,36.999,9.842
111.3333,"","","",346.173,300.079,166.243,218.037,36.999,9.852
111.3667,"","","",345.789,299.534,165.712,218.367,37,9.864
111.4000,"","","",345.487,299.074,165.285,218.827,37,9.848
111.4333,"","","",345.117,298.636,164.875,219.389,37,9.857
111.4667,"","","",344.73,298.229,164.441,219.922,36.999,9.877
111.5000,"","","",344.369,297.819,164.011,220.291,37,9.889
111.5333,"","","",344.018,297.312,163.687,220.706,37.001,9.868
111.5667,"","","",343.665,296.896,163.459,221.076,37.001,9.834
111.6000,"","","",343.292,296.542,163.499,221.263,37.001,9.825
111.6333,"","","",342.935,296.101,163.863,221.365,37.001,9.799
111.6667,"","","",342.596,295.685,164.287,221.459,37,9.794
111.7000,"","","",342.297,295.356,164.723,221.458,37.001,9.773
111.7333,"","","",342.015,294.894,165.115,221.507,37.001,9.752
111.7667,"","","",341.714,294.405,165.345,221.49,37.002,9.732
111.8000,"","","",341.373,293.896,165.382,221.46,37.001,9.729
111.8333,"","","",341.055,293.481,165.323,221.371,37,9.713
111.8667,"","","",340.731,293.033,165.438,221.326,36.999,9.782
111.9000,"","","",340.374,292.643,165.7,221.229,36.998,9.803
111.9333,"","","",340.04,292.2,165.994,221.162,36.998,9.794
111.9667,"","","",339.753,291.908,166.161,220.961,37,9.79
112.0000,"","","",339.489,291.51,166.346,220.526,36.999,9.815
112.0333,"","","",339.155,291.037,166.623,219.866,37.001,9.767
112.0667,"","","",338.824,290.534,166.902,219.271,37,9.803
112.1000,"","","",338.577,290.047,167,218.893,37.002,9.758
112.1333,"","","",338.298,289.669,167.005,218.518,37.001,9.739
112.1667,"","","",337.925,289.275,166.942,218.19,37,9.753
112.2000,"","","",337.562,288.921,166.806,217.67,37,9.759
112.2333,"","","",337.223,288.554,166.688,217.01,36.999,9.783
112.2667,"","","",336.841,288.107,166.607,216.44,37,9.793
112.3000,"","","",336.514,287.597,166.545,216.068,37.002,9.732
112.3333,"","","",336.173,287.098,166.542,215.851,37.001,9.745
112.3667,"","","",335.856,286.647,166.373,215.584,37,9.749
112.4000,"","","",335.539,286.163,166.042,215.381,36.999,9.783
112.4333,"","","",335.205,285.795,165.703,215.236,36.999,9.806
112.4667,"","","",334.863,285.358,165.517,215.085,36.999,9.814
112.5000,"","","",334.536,285.03,165.272,214.826,36.999,9.832
112.5333,"","","",334.155,284.56,165.133,214.601,37.002,9.771
112.5667,"","","",333.764,284.094,164.928,214.384,37.001,9.777
112.6000,"","","",333.437,283.68,164.644,214.151,37.001,9.759
112.6333,"","","",333.161,283.262,164.407,213.953,37,9.75
112.6667,"","","",332.981,282.785,163.932,213.833,37.001,9.727
112.7000,"","","",332.795,282.248,163.298,214.124,37,9.712
112.7333,"PCR3","Both","",332.577,281.809,162.425,214.478,36.999,9.759
112.7667,"","","",332.099,281.416,161.926,214.775,36.999,9.771
112.8000,"","","",331.632,281.01,161.806,214.982,37,9.752
112.8333,"","","",331.3,280.126,161.757,215.981,36.999,9.785
112.8667,"","","",331,278.932,161.707,218.477,37,9.791
112.9000,"","","",330.667,278.449,161.725,220.932,36.998,9.854
112.9333,"","","",330.35,277.921,161.819,223.306,36.998,9.858
112.9667,"","","",329.999,277.544,162.029,225.469,36.998,9.867
113.0000,"","","",329.677,277.167,162.266,227.382,37.001,9.831
113.0333,"","","",329.376,276.814,162.416,228.835,37.002,9.784
113.0667,"","","",329.073,276.378,162.452,230.235,37.005,9.716
113.1000,"","","",328.788,275.924,162.373,231.67,37.004,9.734
113.1333,"","","",328.459,275.508,162.339,233.11,37.004,9.711
113.1667,"","","",328.195,275.133,162.186,234.309,37.003,9.701
113.2000,"","","",327.944,274.738,161.91,235.37,37.003,9.698
113.2333,"","","",327.642,274.333,161.673,236.207,37.003,9.684
113.2667,"","","",327.405,273.977,161.32,236.83,37.003,9.654
113.3000,"","","",327.133,273.612,160.83,236.972,37.001,9.681
113.3333,"","","",326.836,273.158,160.209,236.994,37,9.688
113.3667,"","","",326.542,272.79,159.578,236.877,36.999,9.719
113.4000,"","","",326.146,272.431,159.126,236.671,36.999,9.722
113.4333,"","","",325.803,271.972,158.587,236.544,37.001,9.685
113.4667,"","","",325.516,271.535,157.912,236.247,37.001,9.676
113.5000,"","","",325.216,271.183,157.304,235.65,37,9.711
113.5333,"","","",324.953,270.794,156.681,234.75,36.999,9.723
113.5667,"","","",324.587,270.402,156.199,233.572,37,9.71
113.6000,"","","",324.24,270.006,155.9,232.274,37,9.714
113.6333,"","","",323.872,269.595,155.721,231.011,36.999,9.725
113.6667,"","","",323.56,269.162,155.583,229.811,36.999,9.758
113.7000,"","","",323.247,268.767,155.444,228.518,36.998,9.787
113.7333,"","","",322.877,268.371,155.408,227.203,36.999,9.784
113.7667,"","","",322.524,267.954,155.473,225.691,36.999,9.794
113.8000,"","","",322.201,267.501,155.597,224.173,37,9.798
113.8333,"","","",321.874,267.113,155.76,222.32,37.003,9.74
113.8667,"","","",321.637,266.78,155.901,220.298,37.002,9.731
113.9000,"","","",321.417,266.337,156.022,218.317,37.001,9.721
113.9333,"","","",321.092,265.915,156.208,216.236,37.001,9.722
113.9667,"","","",320.757,265.575,156.38,213.916,36.999,9.748
114.0000,"","","",320.425,265.235,156.342,211.474,37,9.756
114.0333,"","","",320.09,264.853,156.096,209.119,36.999,9.754
114.0667,"","","",319.761,264.489,155.679,206.642,36.999,9.776
114.1000,"","","",319.46,264.077,155.53,204.05,36.999,9.817
114.1333,"","","",319.147,263.626,155.665,201.438,37,9.823
114.1667,"","","",318.841,263.189,155.828,199.695,37,9.811
114.2000,"","","",318.563,262.717,155.908,199.521,37.001,9.791
114.2333,"","","",318.223,262.348,156.084,199.43,37.001,9.775
114.2667,"","","",317.923,261.941,156.25,199.588,37.001,9.757
114.3000,"","","",317.615,261.457,156.49,199.858,37.001,9.738
114.3333,"","","",317.299,261.085,156.765,200.025,37.001,9.714
114.3667,"","","",316.995,260.649,157.014,200.158,37,9.708
114.4000,"","","",316.685,260.254,157.252,200.336,36.999,9.764
114.4333,"","","",316.411,259.875,157.377,200.568,37,9.722
114.4667,"","","",316.144,259.474,157.461,200.829,37,9.716
114.5000,"","","",315.848,259.08,157.438,201.028,36.999,9.754
114.5333,"","","",315.524,258.705,157.333,201.166,37.001,9.716
114.5667,"","","",315.184,258.24,157.264,201.428,37,9.722
114.6000,"","","",314.899,257.859,157.006,201.564,36.998,9.772
114.6333,"","","",314.603,257.479,156.639,201.584,36.999,9.769
114.6667,"","","",314.294,257.081,156.234,201.692,36.998,9.802
114.7000,"","","",313.939,256.726,155.864,201.65,36.998,9.835
114.7333,"","","",313.63,256.366,155.64,201.45,36.999,9.829
114.7667,"","","",313.338,255.972,155.435,201.345,36.999,9.83
114.8000,"","","",313.049,255.599,155.143,201.262,37.001,9.808
114.8333,"","","",312.726,255.134,154.849,201.212,37.002,9.783
114.8667,"","","",312.408,254.73,154.47,201.145,37.001,9.768
114.9000,"","","",312.157,254.319,154.078,201.075,37.002,9.743
114.9333,"","","",311.865,253.848,153.721,201.12,37.002,9.73
114.9667,"","","",311.538,253.43,153.509,201.205,37,9.763
115.0000,"","","",311.258,252.994,153.251,201.404,37,9.748
115.0333,"","","",310.97,252.518,152.968,201.716,37,9.737
115.0667,"","","",310.646,252.099,152.838,202.032,37.002,9.689
115.1000,"","","",310.323,251.714,152.83,202.327,37.002,9.7
115.1333,"","","",309.986,251.316,152.916,202.697,37.001,9.683
115.1667,"","","",309.631,250.921,153.136,203.018,37.001,9.667
115.2000,"","","",309.301,250.559,153.264,203.122,37,9.671
115.2333,"","","",309.028,250.195,153.156,203.224,36.999,9.707
115.2667,"","","",308.767,249.78,152.99,203.381,37,9.703
115.3000,"","","",308.372,249.299,153.035,203.558,37,9.713
115.3333,"","","",308.04,248.927,153.165,203.542,36.999,9.75
115.3667,"","","",307.787,248.572,153.24,203.381,36.998,9.767
115.4000,"","","",307.461,248.124,153.388,203.214,36.999,9.77
115.4333,"","","",307.158,247.704,153.516,203.07,37,9.762
115.4667,"","","",306.876,247.272,153.607,203.048,37,9.743
115.5000,"","","",306.569,246.875,153.698,203.059,37.001,9.722
115.5333,"","","",306.231,246.491,153.791,203.149,37.001,9.701
115.5667,"","","",305.883,246.118,154.016,203.11,37.001,9.682
115.6000,"","","",305.548,245.709,154.274,203.078,37,9.686
115.6333,"","","",305.229,245.283,154.548,203.234,37,9.701
115.6667,"","","",304.876,244.894,154.913,203.301,37,9.704
115.7000,"","","",304.593,244.499,155.214,203.408,36.999,9.753
115.7333,"","","",304.266,244.036,155.547,203.606,36.999,9.753
115.7667,"","","",303.951,243.619,155.819,203.775,36.999,9.768
115.8000,"","","",303.645,243.223,155.993,203.916,36.999,9.786
115.8333,"","","",303.338,242.848,156.127,203.975,36.999,9.795
115.8667,"","","",303.056,242.455,156.226,203.951,37,9.797
115.9000,"","","",302.789,242.047,156.297,204.044,37.001,9.75
115.9333,"","","",302.48,241.661,156.32,204.056,37.001,9.762
115.9667,"","","",302.136,241.295,156.376,203.95,37,9.775
116.0000,"","","",301.803,240.93,156.465,203.759,37,9.786
116.0333,"","","",301.519,240.481,156.584,203.557,37,9.786
116.0667,"","","",301.172,240.072,156.767,203.271,37.001,9.758
116.1000,"","","",300.824,239.647,156.98,202.991,37.002,9.727
116.1333,"","","",300.594,239.216,156.996,202.685,37.002,9.706
116.1667,"","","",300.285,238.807,157.031,202.487,37.001,9.702
116.2000,"","","",299.942,238.448,157.137,202.19,37,9.705
116.2333,"","","",299.628,238.084,157.13,201.82,36.999,9.737
116.2667,"","","",299.301,237.664,157.108,201.602,36.998,9.753
116.3000,"","","",298.867,237.243,157.33,201.442,37,9.735
116.3333,"PCR4","Both","",298.148,236.859,158.218,201.303,36.999,9.775
116.3667,"","","",297.625,236.464,159.385,201.287,37,9.751
116.4000,"","","",297.18,236.563,160.737,200.391,37,9.768
116.4333,"","","",296.853,236.777,162.046,198.386,36.999,9.813
116.4667,"","","",296.587,236.104,163.226,196.976,36.998,9.822
116.5000,"","","",296.345,235.764,164.274,195.519,36.999,9.816
116.5333,"","","",296.07,235.432,165.212,193.946,37,9.82
116.5667,"","","",295.852,235.036,165.835,192.378,36.998,9.864
116.6000,"","","",295.698,234.644,166.004,190.903,37,9.855
116.6333,"","","",295.435,234.252,166.189,189.65,37.001,9.823
116.6667,"","","",295.152,233.871,166.317,188.397,37.001,9.799
116.7000,"","","",294.886,233.559,166.209,186.987,37,9.81
116.7333,"","","",294.589,233.234,166.06,185.625,37.001,9.793
116.7667,"","","",294.272,232.828,165.865,184.415,37.001,9.767
116.8000,"","","",294.015,232.456,165.475,183.319,37,9.765
116.8333,"","","",293.703,232.075,165.039,182.295,36.999,9.799
116.8667,"","","",293.434,231.703,164.54,181.301,37,9.782
116.9000,"","","",293.165,231.316,164,180.346,36.999,9.825
116.9333,"","","",292.829,230.999,163.526,179.367,36.999,9.828
116.9667,"","","",292.513,230.651,163.052,178.467,37.001,9.798
117.0000,"","","",292.253,230.305,162.538,177.574,37.002,9.775
117.0333,"","","",291.889,229.928,162.05,176.762,37.001,9.789
117.0667,"","","",291.572,229.578,161.579,176.113,37,9.781
117.1000,"","","",291.295,229.192,161.031,175.616,36.999,9.823
117.1333,"","","",291.004,228.855,160.415,175.143,36.999,9.829
117.1667,"","","",290.715,228.56,159.733,174.584,36.999,9.846
117.2000,"","","",290.441,228.238,158.911,174.029,37,9.842
117.2333,"","","",290.155,227.882,157.941,173.577,37,9.842
117.2667,"","","",289.815,227.491,157.002,173.252,37.001,9.817
117.3000,"","","",289.527,227.168,156.064,172.893,37.002,9.761
117.3333,"","","",289.211,226.788,155.16,172.607,37.001,9.771
117.3667,"","","",288.909,226.407,154.175,172.555,37.001,9.758
